Component #1,Component #2,Component #3,x1,x2,x3,T_melting /K
BETAINE,L-MENTHOL,-,0.797,0.203,-,497.3
BETAINE,STEARYL ALCOHOL,-,0.798,0.202,-,497.3
TETRAMETHYLAMMONIUM CHLORIDE,DECANOIC ACID,-,0.692,0.308,-,497.45
CHOLINE CHLORIDE,GLYCEROL,-,0.852,0.148,-,498.378
CHOLINE CHLORIDE,DECANOIC ACID,-,0.85,0.15,-,499.8
CHOLINE CHLORIDE,KETOPROFEN,-,0.789,0.211,-,500.92
CHOLINE CHLORIDE,LACTIC ACID,-,0.847,0.153,-,501.55
BETAINE,STEARIC ACID,-,0.8,0.2,-,502.0
CHOLINE CHLORIDE,PALMITIC ACID,-,0.803,0.197,-,502.18
TETRAMETHYLAMMONIUM CHLORIDE,TETRADECANOIC ACID,-,0.696,0.304,-,503.85
CHOLINE CHLORIDE,TETRADECANOIC ACID,-,0.844,0.156,-,504.25
CHOLINE CHLORIDE,GLUTARIC ACID,-,0.85,0.15,-,504.28
CHOLINE CHLORIDE,GLYCOLIC ACID,-,0.848,0.152,-,504.58
CHOLINE CHLORIDE,MALIC ACID,-,0.849,0.151,-,505.68
CHOLINE CHLORIDE,LAURIC ACID,-,0.84,0.16,-,505.7
CHOLINE CHLORIDE,SALICYLIC ACID,-,0.794,0.206,-,505.7
TETRAMETHYLAMMONIUM CHLORIDE,1-TETRADECANOL,-,0.8,0.2,-,506.6
BETAINE,D-SORBITOL,-,0.799,0.201,-,507.4
CHOLINE CHLORIDE,STEARYL ALCOHOL,-,0.888,0.112,-,508.55
CHOLINE CHLORIDE,STEARYL ALCOHOL,-,0.901,0.099,-,510.18
BETAINE,D-CAMPHOR,-,0.799,0.201,-,512.2
CHOLINE CHLORIDE,CITRIC ACID,-,0.899,0.101,-,512.35
TETRAMETHYLAMMONIUM CHLORIDE,STEARIC ACID,-,0.799,0.201,-,513.15
CHOLINE CHLORIDE,1-HEXADECANOL,-,0.898,0.102,-,513.25
CHOLINE CHLORIDE,LAURIC ACID,-,0.877,0.123,-,513.35
CHOLINE CHLORIDE,2.3-DIHYDROXYSUCCINIC ACID,-,0.9,0.1,-,514.45
CHOLINE CHLORIDE,D-CAMPHOR,-,0.898,0.102,-,516.9
CHOLINE CHLORIDE,PALMITIC ACID,-,0.85,0.15,-,517.95
CHOLINE CHLORIDE,THYMOL,-,0.9,0.1,-,518.0
BETAINE,THYMOL,-,0.795,0.205,-,518.8
TETRAMETHYLAMMONIUM CHLORIDE,LAURIC ACID,-,0.798,0.202,-,518.85
CHOLINE CHLORIDE,1-TETRADECANOL,-,0.893,0.107,-,520.08
CHOLINE CHLORIDE,DECANOIC ACID,-,0.896,0.104,-,520.95
BETAINE,UREA,-,0.901,0.099,-,522.2
CHOLINE CHLORIDE,GLYCEROL,-,0.906,0.094,-,522.703
CHOLINE CHLORIDE,STEARIC ACID,-,0.844,0.156,-,523.92
TETRAMETHYLAMMONIUM CHLORIDE,PALMITIC ACID,-,0.806,0.194,-,525.25
CHOLINE CHLORIDE,ASPIRIN,-,0.8,0.2,-,527.48
BETAINE,XYLITOL,-,0.75,0.25,-,528.63
CHOLINE CHLORIDE,L-MENTHOL,-,0.9,0.1,-,529.3
BETAINE,STEARYL ALCOHOL,-,0.899,0.101,-,529.6
CHOLINE CHLORIDE,D-SORBITOL,-,0.896,0.104,-,531.356
CHOLINE CHLORIDE,GLYCOLIC ACID,-,0.899,0.101,-,532.58
CHOLINE CHLORIDE,ETHYLENE GLYCOL,-,0.901,0.099,-,533.04
BETAINE,D-SORBITOL,-,0.899,0.101,-,534.7
BETAINE,SALICYLIC ACID,-,0.897,0.103,-,534.8
CHOLINE CHLORIDE,1-HEXADECANOL,-,0.944,0.056,-,536.25
CHOLINE CHLORIDE,TETRADECANOIC ACID,-,0.9,0.1,-,536.7
BETAINE,STEARIC ACID,-,0.9,0.1,-,537.0
CHOLINE CHLORIDE,LACTIC ACID,-,0.896,0.104,-,537.15
TETRAMETHYLAMMONIUM CHLORIDE,TETRADECANOIC ACID,-,0.801,0.199,-,537.55
CHOLINE CHLORIDE,ACETAMINOPHEN,-,0.893,0.107,-,537.55
CHOLINE CHLORIDE,MALIC ACID,-,0.9,0.1,-,538.38
CHOLINE CHLORIDE,PALMITIC ACID,-,0.895,0.105,-,539.52
CHOLINE CHLORIDE,GLUTARIC ACID,-,0.898,0.102,-,539.75
CHOLINE CHLORIDE,(3R.4S.5S)-OXANE-2.3.4.5-TETROL,-,0.9,0.1,-,539.75
CHOLINE CHLORIDE,D-XYLOSE,-,0.896,0.104,-,540.15
BETAINE,L-MENTHOL,-,0.897,0.103,-,541.5
CHOLINE CHLORIDE,STEARYL ALCOHOL,-,0.939,0.061,-,541.55
CHOLINE CHLORIDE,KETOPROFEN,-,0.881,0.119,-,541.85
CHOLINE CHLORIDE,SUCROSE,-,0.9,0.1,-,541.95
CHOLINE CHLORIDE,STEARIC ACID,-,0.896,0.104,-,543.68
CHOLINE CHLORIDE,DECANOIC ACID,-,0.938,0.062,-,543.95
TETRAMETHYLAMMONIUM CHLORIDE,DECANOIC ACID,-,0.811,0.189,-,544.65
CHOLINE CHLORIDE,ERYTHRITOL,-,0.904,0.096,-,544.843
TETRAMETHYLAMMONIUM CHLORIDE,1-TETRADECANOL,-,0.9,0.1,-,547.5
CHOLINE CHLORIDE,IBUPROFEN,-,0.895,0.105,-,547.62
CHOLINE CHLORIDE,D-MANNOSE,-,0.9,0.1,-,547.75
BETAINE,THYMOL,-,0.896,0.104,-,547.9
CHOLINE CHLORIDE,LAURIC ACID,-,0.953,0.047,-,548.53
CHOLINE CHLORIDE,GLYCEROL,-,0.956,0.044,-,549.054
BETAINE,D-CAMPHOR,-,0.898,0.102,-,549.5
CHOLINE CHLORIDE,SALICYLIC ACID,-,0.896,0.104,-,550.7
CHOLINE CHLORIDE,ASPIRIN,-,0.893,0.107,-,555.58
TETRAMETHYLAMMONIUM CHLORIDE,1-HEXADECANOL,-,0.9,0.1,-,557.5
CHOLINE CHLORIDE,CITRIC ACID,-,0.948,0.052,-,557.85
CHOLINE CHLORIDE,2.3-DIHYDROXYSUCCINIC ACID,-,0.947,0.053,-,557.95
CHOLINE CHLORIDE,TETRADECANOIC ACID,-,0.946,0.054,-,562.6
CHOLINE CHLORIDE,GLYCOLIC ACID,-,0.946,0.054,-,563.15
CHOLINE CHLORIDE,LACTIC ACID,-,0.95,0.05,-,565.55
CHOLINE CHLORIDE,ETHYLENE GLYCOL,-,0.949,0.051,-,568.722
CHOLINE CHLORIDE,MALIC ACID,-,0.95,0.05,-,570.35
CHOLINE CHLORIDE,GLUTARIC ACID,-,0.949,0.051,-,571.62
TETRAMETHYLAMMONIUM CHLORIDE,PALMITIC ACID,-,0.897,0.103,-,573.25
TETRAMETHYLAMMONIUM CHLORIDE,DECANOIC ACID,-,0.9,0.1,-,573.35
TETRAMETHYLAMMONIUM CHLORIDE,LAURIC ACID,-,0.9,0.1,-,573.45
TETRAMETHYLAMMONIUM CHLORIDE,TETRADECANOIC ACID,-,0.903,0.097,-,573.65
TETRAMETHYLAMMONIUM CHLORIDE,STEARIC ACID,-,0.899,0.101,-,574.55
