Component #1,Component #2,Component #3,x1,x2,x3,T /K,Viscosity /cP
CHOLINE CHLORIDE,1.4-BUTANEDIOL,-,0.248,0.752,-,298.15,87.4
TRIETHYLMETHYLAMMONIUM CHLORIDE,LEVULINIC ACID,-,0.333,0.667,-,303.15,87.65
CITRIC ACID,PROPYLENE GLYCOL,-,0.5,0.5,-,353.0,88.0
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.333,0.667,-,308.15,88.35
CHOLINE CHLORIDE,O-CRESOL,-,0.25,0.75,-,298.15,88.38
CHOLINE CHLORIDE,M-CRESOL,-,0.333,0.667,-,308.15,88.41
AMMONIUM THIOCYANATE,GLYCEROL,-,0.333,0.667,-,313.15,88.64
AMMONIUM THIOCYANATE,GLYCEROL,-,0.333,0.667,-,313.08,88.64
MATRINE,TETRADECANOIC ACID,-,0.5,0.5,-,318.15,89.0
1-HYDROXYETHYL-1.4-DIMETHYL-PIPERAZINIUM BROMIDE,GLYCEROL,-,0.143,0.857,-,333.15,89.1
L-CARNITINE,ETHYLENE GLYCOL,-,0.25,0.75,-,323.2,89.2
DIMETHYLSTEARYLAMINE OXIDE,PHENYLACETIC ACID,-,0.5,0.5,-,320.950012,89.52668
CHOLINE CHLORIDE,GLYCEROL,-,0.05,0.95,-,328.15,90.0
CHOLINE CHLORIDE,PHENOL,-,0.333,0.667,-,298.15,90.3
CHOLINE CHLORIDE,MALONIC ACID,-,0.333,0.667,-,333.15,90.3
CHOLINE CHLORIDE,PHENOL,-,0.333,0.667,-,298.2,90.33
CHOLINE CHLORIDE,UREA,-,0.4,0.6,-,333.15,90.4
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.346,0.654,-,308.15,90.82
ALLYLTRIPHENYLPHOSPHONIUM BROMIDE,TRIETHYLENE GLYCOL,-,0.2,0.8,-,308.15,90.906
CHOLINE CHLORIDE,GLYCEROL,-,0.3,0.7,-,318.15,91.0
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,LEVULINIC ACID,-,0.25,0.75,-,328.15,91.2
CHOLINE CHLORIDE,1.4-BUTANEDIOL,-,0.142,0.858,-,293.15,91.44
L-MENTHOL,CARVACROL,-,0.49,0.51,-,288.15,91.88
TETRABUTYLAMMONIUM CHLORIDE,ACETIC ACID,-,0.333,0.667,-,318.15,92.16
TETRABUTYLAMMONIUM BROMIDE,CHLOROACETIC ACID,-,0.333,0.667,-,313.15,92.93399
BENZYL(2-HYDROXYETHYL)DIMETHYLAMMONIUM CHLORIDE,LACTIC ACID,-,0.333,0.667,-,333.15,93.36
LAURAMINE OXIDE,PHENYLACETIC ACID,-,0.5,0.5,-,313.2500381,93.50883
4-METHYLMORPHOLINE N-OXIDE,PHENYLACETIC ACID,-,0.5,0.5,-,313.2500381,93.50883
CHOLINE CHLORIDE,1.4-BUTANEDIOL,-,0.167,0.833,-,293.15,93.6
CHOLINE CHLORIDE,LEVULINIC ACID,-,0.333,0.667,-,313.15,93.62
TETRABUTYLAMMONIUM BROMIDE,LEVULINIC ACID,-,0.25,0.75,-,313.15,93.88
CHOLINE CHLORIDE,PROPYLENE GLYCOL,-,0.25,0.75,-,293.15,94.05
L-MENTHOL,THYMOL,-,0.6,0.4,-,288.15,94.06
L-PROLINE,LEVULINIC ACID,-,0.333,0.667,-,338.15,94.5
BENZYL(2-HYDROXYETHYL)DIMETHYLAMMONIUM CHLORIDE,ACETIC ACID,-,0.333,0.667,-,313.15,94.54
CHOLINE CHLORIDE,GLYCEROL,-,0.25,0.75,-,318.15,95.0
ALLYLTRIPHENYLPHOSPHONIUM BROMIDE,TRIETHYLENE GLYCOL,-,0.091,0.909,-,293.15,95.287
N-DODECYLMORPHOLINE N-OXIDE,PHENYLACETIC ACID,-,0.5,0.5,-,320.6500217,95.60271
BENZYLTRIMETHYLAMMONIUM CHLORIDE,ACETIC ACID,-,0.333,0.667,-,318.15,96.15
TETRAMETHYLAMMONIUM CHLORIDE,ACETIC ACID,-,0.2,0.8,-,298.15,96.45
CHOLINE CHLORIDE,MALONIC ACID,-,0.5,0.5,-,348.15,96.66
L-MENTHOL,CARVACROL,-,0.2,0.8,-,283.15,96.7
L-MENTHOL,CARVACROL,-,0.57,0.43,-,288.15,97.18
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,ETHYLENE GLYCOL,-,0.25,0.75,-,303.15,97.73
ETHYLAMMONIUM CHLORIDE,UREA,-,0.667,0.333,0,313.2,97.8
CHOLINE CHLORIDE,GLYCEROL,-,0.1,0.9,-,323.15,98.0
CHOLINE CHLORIDE,GLYCEROL,-,0.2,0.8,-,318.15,98.0
LIDOCAINE,DECANOIC ACID,-,0.25,0.75,-,308.15,98.45
LAURAMINE OXIDE,PHENYLACETIC ACID,-,0.5,0.5,-,311.5499673,98.5845
4-METHYLMORPHOLINE N-OXIDE,PHENYLACETIC ACID,-,0.5,0.5,-,311.5499673,98.5845
ACETYLCHOLINE CHLORIDE,IMIDAZOLE,-,0.25,0.75,-,323.15,98.8
CHOLINE CHLORIDE,1.4-BUTANEDIOL,-,0.2,0.8,-,293.15,99.69
CHOLINE CHLORIDE,D-ARABINO-HEX-2-ULO-PYRANOSE,-,0.5,0.5,-,338.15,100.1
TETRAETHYLAMMONIUM BROMIDE,CHLOROACETIC ACID,-,0.333,0.667,-,293.15,100.1918
LIDOCAINE,DECANOIC ACID,-,0.2,0.8,-,303.15,100.3
ETHYLAMMONIUM CHLORIDE,GLYCOLIC ACID,-,0.25,0.75,-,353.15,100.5
CHOLINE CHLORIDE,LACTIC ACID,-,0.5,0.5,-,313.0,101.0
CARBAMIMIDOYLAZANIUM CHLORIDE,ETHANOLAMINE,-,0.333,0.667,-,298.15,101.44
BIS(2-HYDROXYETHYL)DIMETHYLAMMONIUM CHLORIDE,ETHYLENE GLYCOL,-,0.333,0.667,-,293.15,101.8
TETRABUTYLAMMONIUM HYDROGEN SULFATE,CHLOROACETIC ACID,-,0.333,0.667,-,323.15,101.9165
DIMETHYLSTEARYLAMINE OXIDE,PHENYLACETIC ACID,-,0.5,0.5,-,317.1500139,102.63708
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.25,0.75,-,293.15,102.7
CHOLINE CHLORIDE,GLYCOLIC ACID,-,0.5,0.5,-,328.15,102.9
ETHANAMINIUM. 2-HYDROXY-N.N-BIS(2-HYDROXYETHYL)-N-METHYL- CHLORIDE,ETHYLENE GLYCOL,-,0.333,0.667,-,303.15,102.9
ETHANOLAMINE,L-METHIONINE,-,0.833,0.167,-,298.15,103.0
CHOLINE CHLORIDE,LEVULINIC ACID,-,0.125,0.875,-,313.15,103.7
IRON(3+) TRICHLORIDE,TETRABUTYLPHOSPHONIUM BROMIDE,-,0.4,0.6,-,363.0,104.0
CHOLINE CHLORIDE,GLYCEROL,-,0.33,0.67,-,313.15,104.0
(TERT-BUTYL)(2-HYDROXYETHYL)AMMONIUM CHLORIDE,GLYCEROL,-,0.333,0.667,-,323.15,104.1835
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,PROPYLENE GLYCOL,-,0.2,0.8,-,293.15,104.34
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.364,0.636,-,348.15,104.8
CHOLINE CHLORIDE,O-CRESOL,-,0.333,0.667,-,308.15,104.97
CHOLINE CHLORIDE,UREA,-,0.286,0.714,-,323.15,105.0
L-MENTHOL,THYMOL,-,0.39,0.61,-,283.15,105.16
ETHYLAMMONIUM CHLORIDE,UREA,-,0.333,0.667,0,313.2,105.5
L-MENTHOL,THYMOL,-,0.7,0.3,-,288.15,105.51
CHOLINE CHLORIDE,M-CRESOL,-,0.373,0.627,-,308.15,105.63
CHOLINE CHLORIDE,GLUTARIC ACID,-,0.5,0.5,-,353.15,105.8
BENZYLTRIMETHYLAMMONIUM CHLORIDE,ETHYLENE GLYCOL,-,0.333,0.667,-,298.15,106.31
BETAINE,ETHYLENE GLYCOL,-,0.25,0.75,-,293.2,106.5
CHOLINE CHLORIDE,UREA,-,0.333,0.667,-,353.2,106.7
CHOLINE CHLORIDE,GLYCEROL,-,0.15,0.85,-,318.15,107.0
BETAINE,LACTIC ACID,-,0.333,0.667,-,333.15,107.5
AMMONIUM THIOCYANATE,GLYCEROL,-,0.25,0.75,-,313.15,107.84
AMMONIUM THIOCYANATE,GLYCEROL,-,0.25,0.75,-,313.09,107.84
CHOLINE CHLORIDE,D-GLUCOSE,-,0.714,0.286,-,358.15,108.3
L-MENTHOL,CARVACROL,-,0.65,0.35,-,288.15,108.9
CHOLINE CHLORIDE,M-CRESOL,-,0.25,0.75,-,293.15,108.92
ALLYLTRIPHENYLPHOSPHONIUM BROMIDE,DIETHYLENE GLYCOL,-,0.2,0.8,-,303.15,109.11
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,ETHYLENE GLYCOL,-,0.2,0.8,-,298.15,109.8
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,TRIFLUOROACETAMIDE,-,0.111,0.889,-,298.15,109.8
ETHYLAMMONIUM CHLORIDE,UREA,-,0.5,0.5,0,323.2,110.1
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.2,0.8,-,298.15,110.52
CHOLINE CHLORIDE,PHENOL,-,0.333,0.667,-,293.15,110.8
LIDOCAINE,DECANOIC ACID,-,0.333,0.667,-,308.15,111.0
N.N.N′.N′-TETRAMETHYL-1.3-PROPANEDIAMINE DIHYDROCHLORIDE,PHENOL,-,0.25,0.75,-,308.2,111.0
BETAINE,LEVULINIC ACID,-,0.333,0.667,-,333.15,111.1
TETRABUTYLAMMONIUM CHLORIDE,ACETIC ACID,-,0.333,0.667,-,313.15,112.46
L-MENTHOL,CARVACROL,-,0.3,0.7,-,283.15,112.53
BENZYLTRIMETHYLAMMONIUM CHLORIDE,ACETIC ACID,-,0.333,0.667,-,313.15,112.7
BENZYLTRIETHYLAMMONIUM CHLORIDE,ACETIC ACID,-,0.333,0.667,-,328.15,112.76
CHOLINE CHLORIDE,1.4-BUTANEDIOL,-,0.248,0.752,-,293.15,112.88
BENZYLTRIMETHYLAMMONIUM CHLORIDE,GLYCEROL,-,0.333,0.667,-,298.15,113.01
TETRABUTYLAMMONIUM BROMIDE,ACETIC ACID,-,0.333,0.667,-,333.15,113.94
TETRABUTYLAMMONIUM CHLORIDE,L-ASPARTIC ACID,-,0.909,0.091,-,353.15,114.0
TETRABUTYLAMMONIUM BROMIDE,CHLOROACETIC ACID,-,0.5,0.5,-,333.15,114.1455
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.333,0.667,-,303.15,114.77
DIMETHYLSTEARYLAMINE OXIDE,PHENYLACETIC ACID,-,0.5,0.5,-,315.8499839,114.9838
TETRABUTYLAMMONIUM CHLORIDE,L-GLUTAMIC ACID,-,0.909,0.091,-,333.15,115.0
CHOLINE CHLORIDE,UREA,-,0.333,0.667,-,348.2,115.6
TRIETHYLMETHYLAMMONIUM CHLORIDE,LEVULINIC ACID,-,0.333,0.667,-,298.15,117.46
CHOLINE CHLORIDE,M-CRESOL,-,0.333,0.667,-,303.15,117.58
BETAINE,LEVULINIC ACID,-,0.125,0.875,-,298.15,117.7
MATRINE,LAURIC ACID,-,0.5,0.5,-,313.15,118.0
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,ETHYLENE GLYCOL,-,0.25,0.75,-,298.15,118.49
BENZYLTRIPHENYLPHOSPHONIUM CHLORIDE,GLYCEROL,-,0.167,0.833,-,348.15,118.6
CHOLINE CHLORIDE,MALONIC ACID,-,0.5,0.5,-,343.15,118.7
MATRINE,DECANOIC ACID,-,0.5,0.5,-,313.15,119.0
TETRAPROPYLAMMONIUM BROMIDE,CHLOROACETIC ACID,-,0.333,0.667,-,298.15,119.3504
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.346,0.654,-,303.15,119.47
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,ACETIC ACID,-,0.2,0.8,-,298.15,119.53
BETAINE,PROPYLENE GLYCOL,-,0.2,0.8,-,298.15,119.97
CHOLINE CHLORIDE,GLYCEROL,-,0.05,0.95,-,323.15,120.0
CHOLINE CHLORIDE,GLYCEROL,-,0.3,0.7,-,313.15,120.0
BETAINE,LACTIC ACID,-,0.167,0.833,-,308.15,120.4
CHOLINE CHLORIDE,PHENOL,-,0.333,0.667,-,293.2,120.77
L-MENTHOL,1-NAPHTHOL,-,0.667,0.333,-,298.0,120.9
MATRINE,TETRADECANOIC ACID,-,0.5,0.5,-,313.15,121.0
CHOLINE CHLORIDE,O-CRESOL,-,0.25,0.75,-,293.15,121.09
ALLYLTRIPHENYLPHOSPHONIUM BROMIDE,TRIETHYLENE GLYCOL,-,0.2,0.8,-,303.15,121.64
TETRABUTYLAMMONIUM CHLORIDE,LEVULINIC ACID,-,0.25,0.75,-,293.15,121.68
ETHYLAMMONIUM CHLORIDE,GLYCOLIC ACID,-,0.25,0.75,-,333.15,122.0
THYMOL,LIDOCAINE,-,0.667,0.333,-,298.0,122.05
CHOLINE CHLORIDE,PROPYLENE GLYCOL,-,0.333,0.667,-,298.15,122.3
CHOLINE CHLORIDE,LEVULINIC ACID,-,0.333,0.667,-,308.15,122.5
BENZYL(2-HYDROXYETHYL)DIMETHYLAMMONIUM CHLORIDE,ACETIC ACID,-,0.333,0.667,-,308.15,122.72
N.N.N′.N′-TETRAMETHYL-1.3-PROPANEDIAMINE DIHYDROCHLORIDE,PHENOL,-,0.2,0.8,-,298.2,124.1
L-PROLINE,LEVULINIC ACID,-,0.333,0.667,-,333.15,124.3
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,LEVULINIC ACID,-,0.25,0.75,-,323.15,124.79
L-MENTHOL,CARVACROL,-,0.1,0.9,-,278.15,125.06
LAURAMINE OXIDE,PHENYLACETIC ACID,-,0.5,0.5,-,307.8500216,125.84376
4-METHYLMORPHOLINE N-OXIDE,PHENYLACETIC ACID,-,0.5,0.5,-,307.8500216,125.84376
CHOLINE CHLORIDE,GLYCEROL,-,0.25,0.75,-,313.15,126.0
CHOLINE CHLORIDE,ACETAMIDE,-,0.333,0.667,-,303.15,127.0
N-DODECYLMORPHOLINE N-OXIDE,PHENYLACETIC ACID,-,0.5,0.5,-,315.8499839,127.24152
L-MENTHOL,CARVACROL,-,0.38,0.62,-,283.15,127.44
LAURAMINE OXIDE,PHENYLACETIC ACID,-,0.5,0.5,-,306.5499611,127.7305
4-METHYLMORPHOLINE N-OXIDE,PHENYLACETIC ACID,-,0.5,0.5,-,306.5499611,127.7305
IRON(3+) TRICHLORIDE,TETRABUTYLPHOSPHONIUM BROMIDE,-,0.333,0.667,-,353.0,128.0
ETHYLAMMONIUM CHLORIDE,UREA,-,0.4,0.6,-,313.15,128.0
CHOLINE CHLORIDE,MALONIC ACID,-,0.5,0.5,-,353.2,128.0
CHOLINE CHLORIDE,GLUTARIC ACID,-,0.5,0.5,-,348.15,128.7
L-CARNITINE,ETHYLENE GLYCOL,-,0.2,0.8,-,303.2,128.9
CHOLINE CHLORIDE,UREA,-,0.333,0.667,-,343.2,129.0
TETRABUTYLAMMONIUM CHLORIDE,L-GLUTAMIC ACID,-,0.889,0.111,-,333.15,129.0
CHOLINE CHLORIDE,D-ARABINO-HEX-2-ULO-PYRANOSE,-,0.667,0.333,-,358.15,129.3
TETRAMETHYLAMMONIUM CHLORIDE,ACETIC ACID,-,0.2,0.8,-,293.15,129.47
CHOLINE CHLORIDE,UREA,-,0.333,0.667,-,323.15,130.0
TETRAETHYLAMMONIUM CHLORIDE,LEVULINIC ACID,-,0.25,0.75,-,293.15,130.07
CHOLINE CHLORIDE,GLYCOLIC ACID,-,0.5,0.5,-,323.15,130.1
CHOLINE CHLORIDE,D-GLUCOSE,-,0.6,0.4,-,358.15,130.7
CHOLINE CHLORIDE,GLYCEROL,-,0.1,0.9,-,318.15,132.0
CHOLINE CHLORIDE,GLYCEROL,-,0.2,0.8,-,313.15,132.0
TETRABUTYLAMMONIUM HYDROGEN SULFATE,CHLOROACETIC ACID,-,0.333,0.667,-,318.15,132.2189
ETHANAMINIUM. 2-HYDROXY-N.N-BIS(2-HYDROXYETHYL)-N-METHYL- CHLORIDE,ETHYLENE GLYCOL,-,0.333,0.667,-,298.15,132.6
CHOLINE CHLORIDE,GLYCEROL,-,0.333,0.667,-,313.15,133.3749
BIS(2-HYDROXYETHYL)DIMETHYLAMMONIUM CHLORIDE,ETHYLENE GLYCOL,-,0.333,0.667,-,288.15,133.4
BENZYLTRIMETHYLAMMONIUM CHLORIDE,ACETIC ACID,-,0.333,0.667,-,308.15,133.86
CHOLINE CHLORIDE,LEVULINIC ACID,-,0.25,0.75,-,293.15,134.23
L-MENTHOL,L-LACTIC ACID,-,0.333,0.667,-,303.15,134.253
LACTIC ACID,L-MENTHOL,-,0.5,0.5,0,303.15,134.253
TETRABUTYLAMMONIUM CHLORIDE,ACETIC ACID,-,0.333,0.667,-,308.15,134.48
L-MENTHOL,THYMOL,-,0.51,0.49,-,283.15,134.71
CHOLINE CHLORIDE,MALONIC ACID,-,0.667,0.333,-,333.15,136.0
AMMONIUM THIOCYANATE,GLYCEROL,-,0.2,0.8,-,313.15,136.17
AMMONIUM THIOCYANATE,GLYCEROL,-,0.2,0.8,-,313.1,136.17
CHOLINE CHLORIDE,LEVULINIC ACID,-,0.125,0.875,-,308.15,136.5
(TERT-BUTYL)(2-HYDROXYETHYL)AMMONIUM CHLORIDE,GLYCEROL,-,0.333,0.667,-,318.15,137.9542
CARBAMIMIDOYLAZANIUM CHLORIDE,ETHANOLAMINE,-,0.333,0.667,-,293.15,138.51
CHOLINE CHLORIDE,GLYCEROL,-,0.15,0.85,-,313.15,140.0
CHOLINE CHLORIDE,GLYCEROL,-,0.33,0.67,-,308.15,140.0
CHOLINE CHLORIDE,M-CRESOL,-,0.373,0.627,-,303.15,140.76
LIDOCAINE,DECANOIC ACID,-,0.25,0.75,-,303.15,141.5
BETAINE,LACTIC ACID,-,0.333,0.667,-,328.15,141.6
LIDOCAINE,DECANOIC ACID,-,0.2,0.8,-,298.15,142.0
ETHYLAMMONIUM CHLORIDE,GLYCOLIC ACID,-,0.25,0.75,-,323.15,142.0
BENZYLTRIETHYLAMMONIUM CHLORIDE,ACETIC ACID,-,0.333,0.667,-,323.15,142.45
DIMETHYLSTEARYLAMINE OXIDE,PHENYLACETIC ACID,-,0.5,0.5,-,311.6499747,142.5415
CHOLINE CHLORIDE,UREA,-,0.333,0.667,-,338.2,142.6
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,ETHYLENE GLYCOL,-,0.25,0.75,-,293.15,142.95
N-DODECYLMORPHOLINE N-OXIDE,PHENYLACETIC ACID,-,0.5,0.5,-,312.9499634,143.04378
TETRABUTYLAMMONIUM BROMIDE,CHLOROACETIC ACID,-,0.5,0.5,-,328.15,143.4327
CHOLINE CHLORIDE,O-CRESOL,-,0.333,0.667,-,303.15,144.02
BETAINE,LEVULINIC ACID,-,0.333,0.667,-,328.15,145.7
L-CARNITINE,ETHYLENE GLYCOL,-,0.25,0.75,-,313.2,145.7
CHOLINE CHLORIDE,MALIC ACID,-,0.5,0.5,-,353.0,146.0
CHOLINE CHLORIDE,MALONIC ACID,-,0.5,0.5,-,338.15,146.9
ETHYLAMMONIUM CHLORIDE,GLYCOLIC ACID,-,0.25,0.75,-,313.15,147.0
1-HYDROXYETHYL-1.4-DIMETHYL-PIPERAZINIUM BROMIDE,GLYCEROL,-,0.2,0.8,-,323.15,147.8
BENZYL(2-HYDROXYETHYL)DIMETHYLAMMONIUM CHLORIDE,LACTIC ACID,-,0.333,0.667,-,328.15,148.3
TETRAETHYLAMMONIUM BROMIDE,LEVULINIC ACID,-,0.25,0.75,-,293.15,148.95
L-CARNITINE,1.1.1.3.3.3-HEXAFLUORO-2-PROPANOL,-,0.25,0.75,-,298.15,149.0
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,GLYCEROL,-,0.2,0.8,-,293.15,149.85
L-CARNITINE,ETHYLENE GLYCOL,-,0.167,0.833,-,293.2,150.3
N.N.N′.N′-TETRAMETHYL-1.3-PROPANEDIAMINE DIHYDROCHLORIDE,PHENOL,-,0.25,0.75,-,298.2,150.4
ALLYLTRIPHENYLPHOSPHONIUM BROMIDE,DIETHYLENE GLYCOL,-,0.2,0.8,-,298.15,150.76
CHOLINE CHLORIDE,LACTIC ACID,-,0.5,0.5,-,303.0,151.0
BENZYLTRIMETHYLAMMONIUM CHLORIDE,GLYCEROL,-,0.333,0.667,-,293.15,151.3
1-HYDROXYETHYL-1.4-DIMETHYL-PIPERAZINIUM BROMIDE,GLYCEROL,-,0.167,0.833,-,323.15,151.7
CHOLINE CHLORIDE,LACTIC ACID,-,0.5,0.5,-,318.15,153.1
ACETYLCHOLINE CHLORIDE,1.2.4-TRIAZOLE,-,0.5,0.5,-,313.15,153.71
CHOLINE CHLORIDE,UREA,-,0.4,0.6,-,323.15,154.0
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.333,0.667,-,298.15,154.51
L-MENTHOL,CARVACROL,-,0.49,0.51,-,283.15,154.64
TETRABUTYLAMMONIUM CHLORIDE,L-GLUTAMIC ACID,-,0.9,0.1,-,333.15,157.0
CHOLINE CHLORIDE,GLUTARIC ACID,-,0.5,0.5,-,343.15,158.5
CHOLINE CHLORIDE,GLYCEROL,-,0.3,0.7,-,308.15,160.0
LIDOCAINE,DECANOIC ACID,-,0.333,0.667,-,303.15,160.0
CHOLINE CHLORIDE,PHENYLACETIC ACID,-,0.25,0.75,-,308.15,160.4
L-MENTHOL,THYMOL,-,0.6,0.4,-,283.15,160.52
CHOLINE CHLORIDE,4-METHYLPHENOL,-,0.346,0.654,-,298.15,160.59
BENZYL(2-HYDROXYETHYL)DIMETHYLAMMONIUM CHLORIDE,LACTIC ACID,-,0.333,0.667,-,323.15,160.74
CHOLINE CHLORIDE,UREA,-,0.333,0.667,-,333.2,160.8
L-PROLINE,LEVULINIC ACID,-,0.333,0.667,-,328.15,160.9
TETRABUTYLAMMONIUM CHLORIDE,L-ASPARTIC ACID,-,0.917,0.083,-,353.15,161.0
LACTIC ACID,D-GLUCOSE,-,0.833,0.167,-,303.0,161.0
CHOLINE CHLORIDE,GLYCEROL,-,0.05,0.95,-,318.15,163.0
CHOLINE CHLORIDE,M-CRESOL,-,0.333,0.667,-,298.15,163.64
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,ACETIC ACID,-,0.2,0.8,-,293.15,163.95
MATRINE,LAURIC ACID,-,0.5,0.5,-,308.15,164.0
CHOLINE CHLORIDE,LEVULINIC ACID,-,0.333,0.667,-,303.15,164.5
ACETYLCHOLINE CHLORIDE,LEVULINIC ACID,-,0.25,0.75,-,293.15,164.52
L-MENTHOL,CARVACROL,-,0.57,0.43,-,283.15,164.85
1-HYDROXYETHYL-1.4-DIMETHYL-PIPERAZINIUM BROMIDE,GLYCEROL,-,0.143,0.857,-,323.15,165.0
L-MENTHOL,CARVACROL,-,0.2,0.8,-,278.15,166.43
ALLYLTRIPHENYLPHOSPHONIUM BROMIDE,TRIETHYLENE GLYCOL,-,0.2,0.8,-,298.15,166.52
BENZYL(2-HYDROXYETHYL)DIMETHYLAMMONIUM CHLORIDE,ACETIC ACID,-,0.333,0.667,-,303.15,166.52
ETHANOLAMINE,L-LYSINE,-,0.8,0.2,-,298.15,166.6
CHOLINE CHLORIDE,GLYCOLIC ACID,-,0.5,0.5,-,318.15,167.0
MATRINE,DECANOIC ACID,-,0.5,0.5,-,308.15,167.0
ETHANOLAMINE,L-SERINE,-,0.75,0.25,-,298.15,167.3
BETAINE,LACTIC ACID,-,0.167,0.833,-,303.15,167.7
MATRINE,TETRADECANOIC ACID,-,0.5,0.5,-,308.15,168.0
DIETHYLAMMONIUM CHLORIDE,GLYCOLIC ACID,-,0.25,0.75,-,323.15,168.0
CHOLINE CHLORIDE,UREA,-,0.333,0.667,-,313.15,169.0
CHOLINE CHLORIDE,GLYCEROL,-,0.25,0.75,-,308.15,169.0
TRIETHYLMETHYLAMMONIUM CHLORIDE,LEVULINIC ACID,-,0.333,0.667,-,293.15,170.21
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,LEVULINIC ACID,-,0.25,0.75,-,318.15,170.58
ETHANOLAMINE,L-PHENYLALANINE,-,0.8,0.2,-,298.15,172.0
DIMETHYLSTEARYLAMINE OXIDE,PHENYLACETIC ACID,-,0.5,0.5,-,308.2500031,172.11946
LAURAMINE OXIDE,PHENYLACETIC ACID,-,0.5,0.5,-,301.8499781,172.27868
4-METHYLMORPHOLINE N-OXIDE,PHENYLACETIC ACID,-,0.5,0.5,-,301.8499781,172.27868
CHOLINE CHLORIDE,MALONIC ACID,-,0.333,0.667,-,323.15,173.0
BENZYLTRIMETHYLAMMONIUM CHLORIDE,ACETIC ACID,-,0.333,0.667,-,303.15,173.29
TETRAOCTYLAMMONIUM BROMIDE,DECANOIC ACID,-,0.333,0.667,-,323.15,174.0
ETHANAMINIUM. 2-HYDROXY-N.N-BIS(2-HYDROXYETHYL)-N-METHYL- CHLORIDE,ETHYLENE GLYCOL,-,0.333,0.667,-,293.15,174.6
CHOLINE CHLORIDE,MALONIC ACID,-,0.5,0.5,-,343.2,175.0
TETRABUTYLAMMONIUM BROMIDE,LEVULINIC ACID,-,0.25,0.75,-,303.15,175.1
TETRABUTYLAMMONIUM HYDROGEN SULFATE,CHLOROACETIC ACID,-,0.333,0.667,-,313.15,176.2993
BIS(2-HYDROXYETHYL)DIMETHYLAMMONIUM CHLORIDE,ETHYLENE GLYCOL,-,0.333,0.667,-,283.15,176.6
THYMOL,LIDOCAINE,-,0.5,0.5,-,298.0,177.15
TETRABUTYLAMMONIUM CHLORIDE,ACETIC ACID,-,0.333,0.667,-,303.15,177.91
CHOLINE CHLORIDE,GLYCEROL,-,0.2,0.8,-,308.15,178.0
TETRABUTYLAMMONIUM BROMIDE,ACETIC ACID,-,0.333,0.667,-,328.15,178.36
TETRAPROPYLAMMONIUM BROMIDE,CHLOROACETIC ACID,-,0.333,0.667,-,293.15,178.5633
CHOLINE CHLORIDE,UREA,-,0.333,0.667,-,328.2,179.5
CHOLINE CHLORIDE,GLYCEROL,-,0.1,0.9,-,313.15,180.0
CHOLINE CHLORIDE,D-ARABINO-HEX-2-ULO-PYRANOSE,-,0.714,0.286,-,358.15,182.6
L-MENTHOL,THYMOL,-,0.7,0.3,-,283.15,182.66
(TERT-BUTYL)(2-HYDROXYETHYL)AMMONIUM CHLORIDE,GLYCEROL,-,0.333,0.667,-,313.15,182.8741
CHOLINE CHLORIDE,MALONIC ACID,-,0.5,0.5,-,333.15,184.4
CHOLINE CHLORIDE,LEVULINIC ACID,-,0.125,0.875,-,303.15,185.5
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,ETHYLENE GLYCOL,-,0.2,0.8,-,288.15,186.1
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,TRIFLUOROACETAMIDE,-,0.111,0.889,-,288.15,186.1
L-MENTHOL,CARVACROL,-,0.65,0.35,-,283.15,187.05
N-DODECYLMORPHOLINE N-OXIDE,PHENYLACETIC ACID,-,0.5,0.5,-,309.6499624,187.22925
CHOLINE CHLORIDE,GLYCEROL,-,0.33,0.67,-,303.15,188.0
ACETYLCHOLINE CHLORIDE,IMIDAZOLE,-,0.25,0.75,-,313.15,189.19
BETAINE,LACTIC ACID,-,0.333,0.667,-,323.15,190.2
CHOLINE CHLORIDE,M-CRESOL,-,0.373,0.627,-,298.15,192.06
TETRABUTYLAMMONIUM BROMIDE,CHLOROACETIC ACID,-,0.5,0.5,-,323.15,192.6751
CHOLINE CHLORIDE,GLYCEROL,-,0.15,0.85,-,308.15,194.0
