Component #1,Component #2,Component #3,x1,x2,x3,T /K,Density /g/cm^3
ACETYLCHOLINE CHLORIDE,LEVULINIC ACID,-,0.25,0.75,-,298.15,1.14058
CHOLINE CHLORIDE,GUAIACOL,-,0.2,0.8,-,313.15,1.1406
BETAINE,LEVULINIC ACID,-,0.333,0.667,-,323.15,1.1406
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.4,0.6,-,353.15,1.1407
TETRAMETHYLAMMONIUM CHLORIDE,L-LACTIC ACID,-,0.333,0.667,-,298.15,1.1408
CHOLINE CHLORIDE,LEVULINIC ACID,-,0.333,0.667,-,293.15,1.141
TETRABUTYLAMMONIUM BROMIDE,CHLOROACETIC ACID,-,0.333,0.667,-,328.15,1.141048
CHOLINE CHLORIDE,GUAIACOL,-,0.25,0.75,-,313.15,1.1412
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.333,0.667,-,358.15,1.1412
ALLYLTRIPHENYLPHOSPHONIUM BROMIDE,DIETHYLENE GLYCOL,-,0.091,0.909,-,318.15,1.1417
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.286,0.714,-,363.15,1.1419
CHOLINE CHLORIDE,LEVULINIC ACID,-,0.25,0.75,-,293.15,1.142
ACETYLCHOLINE CHLORIDE,IMIDAZOLE,-,0.25,0.75,-,333.15,1.1421
TETRABUTYLAMMONIUM HYDROGEN SULFATE,CHLOROACETIC ACID,-,0.333,0.667,-,308.15,1.142209
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.435,0.565,-,338.15,1.1424
ACETYLCHOLINE CHLORIDE,GUAIACOL,-,0.167,0.833,-,313.15,1.1425
ALLYLTRIPHENYLPHOSPHONIUM BROMIDE,TRIETHYLENE GLYCOL,-,0.059,0.941,-,298.15,1.1425
CHOLINE CHLORIDE,LACTIC ACID,-,0.333,0.667,-,298.15,1.1425
ALLYLTRIPHENYLPHOSPHONIUM BROMIDE,DIETHYLENE GLYCOL,-,0.059,0.941,-,298.15,1.1427
L-ALANINE,HEXANOIC ACID,-,0.333,0.667,-,293.15,1.1428
CHOLINE CHLORIDE,GLYCEROL,-,0.5,0.5,-,323.15,1.143
BETAINE,LEVULINIC ACID,-,0.125,0.875,-,298.15,1.143
LAURAMINE OXIDE,PHENYLACETIC ACID,-,0.5,0.5,-,313.15,1.143
4-METHYLMORPHOLINE N-OXIDE,PHENYLACETIC ACID,-,0.5,0.5,-,313.15,1.143
(TERT-BUTYL)(2-HYDROXYETHYL)AMMONIUM CHLORIDE,GLYCEROL,-,0.33,0.67,-,348.15,1.1431
CHOLINE CHLORIDE,GUAIACOL,-,0.167,0.833,-,303.15,1.1434
TETRAETHYLAMMONIUM BROMIDE,LEVULINIC ACID,-,0.25,0.75,-,338.15,1.14345
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.4,0.6,-,348.15,1.1437
BETAINE,LEVULINIC ACID,-,0.333,0.667,-,318.15,1.1441
ALLYLTRIPHENYLPHOSPHONIUM BROMIDE,TRIETHYLENE GLYCOL,-,0.091,0.909,-,313.15,1.1442
TETRAMETHYLAMMONIUM CHLORIDE,L-LACTIC ACID,-,0.333,0.667,-,293.15,1.1442
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.333,0.667,-,353.15,1.14435
ACETYLCHOLINE CHLORIDE,LEVULINIC ACID,-,0.25,0.75,-,293.15,1.1444
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.25,0.75,-,363.15,1.1447
TETRABUTYLAMMONIUM BROMIDE,CHLOROACETIC ACID,-,0.333,0.667,-,323.15,1.144737
ACETYLCHOLINE CHLORIDE,GUAIACOL,-,0.2,0.8,-,303.15,1.1448
TETRABUTYLAMMONIUM CHLORIDE,ETHYLENE GLYCOL,-,0.2,0.8,-,293.15,1.145
LAURAMINE OXIDE,PHENYLACETIC ACID,-,0.5,0.5,-,309.15,1.145
4-METHYLMORPHOLINE N-OXIDE,PHENYLACETIC ACID,-,0.5,0.5,-,309.15,1.145
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.286,0.714,-,358.15,1.1451
ALLYLTRIPHENYLPHOSPHONIUM BROMIDE,DIETHYLENE GLYCOL,-,0.091,0.909,-,313.15,1.1453
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.435,0.565,-,333.15,1.1453
CHOLINE CHLORIDE,GLYCEROL,-,0.5,0.5,-,318.15,1.1454
L-CYSTINE,HEXANOIC ACID,-,0.333,0.667,-,323.15,1.1454
ACETYLCHOLINE CHLORIDE,IMIDAZOLE,-,0.25,0.75,-,323.15,1.1456
(TERT-BUTYL)(2-HYDROXYETHYL)AMMONIUM CHLORIDE,GLYCEROL,-,0.33,0.67,-,343.15,1.1458
TETRABUTYLAMMONIUM HYDROGEN SULFATE,CHLOROACETIC ACID,-,0.333,0.667,-,303.15,1.14581
ACETYLCHOLINE CHLORIDE,GUAIACOL,-,0.25,0.75,-,303.15,1.1461
ALLYLTRIPHENYLPHOSPHONIUM BROMIDE,TRIETHYLENE GLYCOL,-,0.059,0.941,-,293.15,1.1462
ALLYLTRIPHENYLPHOSPHONIUM BROMIDE,DIETHYLENE GLYCOL,-,0.059,0.941,-,293.15,1.1463
CHOLINE CHLORIDE,MALONIC ACID,-,0.333,0.667,-,353.15,1.1466
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.4,0.6,-,343.15,1.1467
TETRAETHYLAMMONIUM BROMIDE,LEVULINIC ACID,-,0.25,0.75,-,333.15,1.14737
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.222,0.778,-,363.15,1.1474
CHOLINE CHLORIDE,GUAIACOL,-,0.25,0.75,-,303.15,1.1475
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.333,0.667,-,348.15,1.1475
BETAINE,LEVULINIC ACID,-,0.333,0.667,-,313.15,1.1476
CHOLINE CHLORIDE,GUAIACOL,-,0.2,0.8,-,303.15,1.1477
ALLYLTRIPHENYLPHOSPHONIUM BROMIDE,TRIETHYLENE GLYCOL,-,0.091,0.909,-,308.15,1.148
CHOLINE CHLORIDE,FORMIC ACID,-,0.333,0.667,-,298.15,1.148
BETAINE,LEVULINIC ACID,-,0.125,0.875,-,293.15,1.148
LAURAMINE OXIDE,PHENYLACETIC ACID,-,0.5,0.5,-,305.15,1.148
4-METHYLMORPHOLINE N-OXIDE,PHENYLACETIC ACID,-,0.5,0.5,-,305.15,1.148
ACETYLCHOLINE CHLORIDE,GUAIACOL,-,0.167,0.833,-,303.15,1.1481
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.25,0.75,-,358.15,1.1481
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.435,0.565,-,328.15,1.1482
TETRABUTYLAMMONIUM BROMIDE,CHLOROACETIC ACID,-,0.333,0.667,-,318.15,1.148289
CHOLINE CHLORIDE,GLYCEROL,-,0.5,0.5,-,313.15,1.1483
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.286,0.714,-,353.15,1.1483
L-CYSTINE,HEXANOIC ACID,-,0.333,0.667,-,318.15,1.1483
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,ETHANOLAMINE,-,0.167,0.833,-,358.15,1.1488
ALLYLTRIPHENYLPHOSPHONIUM BROMIDE,DIETHYLENE GLYCOL,-,0.091,0.909,-,308.15,1.149
(TERT-BUTYL)(2-HYDROXYETHYL)AMMONIUM CHLORIDE,GLYCEROL,-,0.33,0.67,-,338.15,1.1492
(TERT-BUTYL)(2-HYDROXYETHYL)AMMONIUM CHLORIDE,GLYCEROL,-,0.333,0.667,-,343.15,1.1492
ACETYLCHOLINE CHLORIDE,GUAIACOL,-,0.2,0.8,-,293.15,1.1493
TETRABUTYLAMMONIUM HYDROGEN SULFATE,CHLOROACETIC ACID,-,0.333,0.667,-,298.15,1.149409
CHOLINE CHLORIDE,GLYCEROL,-,0.333,0.667,-,363.15,1.1495
1-ETHYL-3-METHYLIMIDAZOLIUM CHLORIDE,IMIDAZOLE,-,0.5,0.5,-,313.2,1.14956
ACETYLCHOLINE CHLORIDE,GUAIACOL,-,0.25,0.75,-,293.15,1.1496
CHOLINE CHLORIDE,GUAIACOL,-,0.167,0.833,-,293.15,1.1497
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.4,0.6,-,338.15,1.1497
IRON(3+) TRICHLORIDE,OCTADECYLTRIMETHYLAMMONIUM BROMIDE,-,0.5,0.5,-,298.0,1.15
BETAINE,BENZOIC ACID,-,0.4,0.6,-,373.15,1.15
BETAINE,PHENYLACETIC ACID,-,0.4,0.6,-,323.15,1.15
LAURAMINE OXIDE,PHENYLACETIC ACID,-,0.5,0.5,-,301.15,1.15
4-METHYLMORPHOLINE N-OXIDE,PHENYLACETIC ACID,-,0.5,0.5,-,301.15,1.15
TETRABUTYLAMMONIUM HYDROGEN SULFATE,CHLOROACETIC ACID,-,0.333,0.667,-,293.15,1.15009
2-HYDROXYETHYLAZANIUM CHLORIDE,ETHANOLAMINE,-,0.5,0.5,-,313.15,1.1503
L-CYSTINE,HEXANOIC ACID,-,0.333,0.667,-,313.15,1.1505
CHOLINE CHLORIDE,GLYCEROL,-,0.5,0.5,-,308.15,1.1506
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.333,0.667,-,343.15,1.1506
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.222,0.778,-,358.15,1.1509
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.435,0.565,-,323.15,1.1511
TETRAETHYLAMMONIUM BROMIDE,LEVULINIC ACID,-,0.25,0.75,-,328.15,1.15116
BETAINE,LEVULINIC ACID,-,0.333,0.667,-,308.15,1.1512
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.25,0.75,-,353.15,1.1515
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.286,0.714,-,348.15,1.1515
ACETYLCHOLINE CHLORIDE,IMIDAZOLE,-,0.25,0.75,-,313.15,1.1517
ALLYLTRIPHENYLPHOSPHONIUM BROMIDE,TRIETHYLENE GLYCOL,-,0.091,0.909,-,303.15,1.1517
CAMPHOR,4-CHLOROPHENOL,-,0.333,0.667,-,293.15,1.1518
TETRABUTYLAMMONIUM BROMIDE,CHLOROACETIC ACID,-,0.333,0.667,-,313.15,1.152121
(TERT-BUTYL)(2-HYDROXYETHYL)AMMONIUM CHLORIDE,GLYCEROL,-,0.333,0.667,-,338.15,1.1522
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.167,0.833,-,363.15,1.1523
CHOLINE CHLORIDE,GLYCEROL,-,0.5,0.5,-,298.15,1.152666667
ACETYLCHOLINE CHLORIDE,GUAIACOL,-,0.167,0.833,-,293.15,1.1527
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.4,0.6,-,333.15,1.1527
(TERT-BUTYL)(2-HYDROXYETHYL)AMMONIUM CHLORIDE,GLYCEROL,-,0.33,0.67,-,333.15,1.1531
CHOLINE CHLORIDE,GUAIACOL,-,0.25,0.75,-,293.15,1.1533
CHOLINE CHLORIDE,GLYCEROL,-,0.5,0.5,-,303.15,1.1535
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.333,0.667,-,338.15,1.15375
IRON(3+) TRICHLORIDE,TETRABUTYLPHOSPHONIUM BROMIDE,-,0.333,0.667,-,353.0,1.154
CHOLINE CHLORIDE,MALONIC ACID,-,0.333,0.667,-,343.15,1.154
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.435,0.565,-,318.15,1.154
L-CYSTINE,HEXANOIC ACID,-,0.333,0.667,-,308.15,1.1541
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.222,0.778,-,353.15,1.1542
TETRAETHYLAMMONIUM BROMIDE,LEVULINIC ACID,-,0.25,0.75,-,323.15,1.15456
BETAINE,LEVULINIC ACID,-,0.333,0.667,-,303.15,1.1547
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.286,0.714,-,343.15,1.1548
CHOLINE CHLORIDE,GLYCEROL,-,0.33,0.67,-,368.15,1.1549
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.25,0.75,-,348.15,1.1549
CHOLINE CHLORIDE,GLUTARIC ACID,-,0.5,0.5,-,353.15,1.155
POTASSIUM THIOCYANATE,AZEPAN-2-ONE,-,0.25,0.75,-,298.15,1.155
(TERT-BUTYL)(2-HYDROXYETHYL)AMMONIUM CHLORIDE,GLYCEROL,-,0.333,0.667,-,333.15,1.1552
CHOLINE CHLORIDE,UREA,-,0.333,0.667,-,363.15,1.1554
(TERT-BUTYL)(2-HYDROXYETHYL)AMMONIUM CHLORIDE,GLYCEROL,-,0.33,0.67,-,328.15,1.1554
ALLYLTRIPHENYLPHOSPHONIUM BROMIDE,TRIETHYLENE GLYCOL,-,0.091,0.909,-,298.15,1.1555
CHOLINE CHLORIDE,GUAIACOL,-,0.2,0.8,-,293.15,1.1556
TETRAPROPYLAMMONIUM BROMIDE,BENZILIC ACID,-,0.5,0.5,-,333.15,1.155611
ACETYLCHOLINE CHLORIDE,IMIDAZOLE,-,0.25,0.75,-,303.15,1.1557
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.4,0.6,-,328.15,1.1558
TETRABUTYLAMMONIUM BROMIDE,CHLOROACETIC ACID,-,0.333,0.667,-,308.15,1.155807
LAURAMINE OXIDE,PHENYLACETIC ACID,-,0.5,0.5,-,298.15,1.156
4-METHYLMORPHOLINE N-OXIDE,PHENYLACETIC ACID,-,0.5,0.5,-,298.15,1.156
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.167,0.833,-,358.15,1.1561
ALLYLTRIPHENYLPHOSPHONIUM BROMIDE,DIETHYLENE GLYCOL,-,0.091,0.909,-,303.15,1.1563
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,ETHANOLAMINE,-,0.167,0.833,-,348.15,1.1566
BETAINE,LEVULINIC ACID,-,0.333,0.667,-,298.15,1.15665
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.333,0.667,-,333.15,1.15685
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.435,0.565,-,313.15,1.157
LAURAMINE OXIDE,PHENYLACETIC ACID,-,0.5,0.5,-,297.15,1.157
4-METHYLMORPHOLINE N-OXIDE,PHENYLACETIC ACID,-,0.5,0.5,-,297.15,1.157
CHOLINE CHLORIDE,GLYCEROL,-,0.33,0.67,-,363.15,1.1571
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.111,0.889,-,363.15,1.1571
CHOLINE CHLORIDE,GLYCEROL,-,0.333,0.667,-,353.15,1.1575
ALLYLTRIPHENYLPHOSPHONIUM BROMIDE,TRIETHYLENE GLYCOL,-,0.2,0.8,-,338.15,1.1576
ALLYLTRIPHENYLPHOSPHONIUM BROMIDE,TRIETHYLENE GLYCOL,-,0.2,0.8,-,343.15,1.1576
L-CYSTINE,HEXANOIC ACID,-,0.333,0.667,-,303.15,1.1576
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.222,0.778,-,348.15,1.1578
CHOLINE CHLORIDE,GLUTARIC ACID,-,0.5,0.5,-,348.15,1.158
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.286,0.714,-,338.15,1.158
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.25,0.75,-,343.15,1.1582
(TERT-BUTYL)(2-HYDROXYETHYL)AMMONIUM CHLORIDE,GLYCEROL,-,0.333,0.667,-,328.15,1.1582
TETRAETHYLAMMONIUM BROMIDE,LEVULINIC ACID,-,0.25,0.75,-,318.15,1.15836
(TERT-BUTYL)(2-HYDROXYETHYL)AMMONIUM CHLORIDE,GLYCEROL,-,0.33,0.67,-,323.15,1.1585
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.063,0.938,-,363.15,1.1586
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.091,0.909,-,363.15,1.1586
CHOLINE CHLORIDE,MALEIC ACID,-,0.667,0.333,-,353.2,1.1587
TETRAPROPYLAMMONIUM BROMIDE,BENZILIC ACID,-,0.5,0.5,-,328.15,1.158824
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.4,0.6,-,323.15,1.1589
ALLYLTRIPHENYLPHOSPHONIUM BROMIDE,TRIETHYLENE GLYCOL,-,0.091,0.909,-,293.15,1.1592
TETRABUTYLAMMONIUM BROMIDE,CHLOROACETIC ACID,-,0.333,0.667,-,303.15,1.159482
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.167,0.833,-,353.15,1.1598
ALLYLTRIPHENYLPHOSPHONIUM BROMIDE,DIETHYLENE GLYCOL,-,0.091,0.909,-,293.15,1.1599
ALLYLTRIPHENYLPHOSPHONIUM BROMIDE,DIETHYLENE GLYCOL,-,0.091,0.909,-,298.15,1.1599
IRON(3+) TRICHLORIDE,TETRABUTYLPHOSPHONIUM BROMIDE,-,0.333,0.667,-,343.0,1.16
CHOLINE CHLORIDE,LACTIC ACID,-,0.167,0.833,-,298.15,1.16
BETAINE,PHENYLACETIC ACID,-,0.4,0.6,-,298.15,1.16
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.333,0.667,-,328.15,1.16005
CHOLINE CHLORIDE,GLYCEROL,-,0.33,0.67,-,358.15,1.1602
L-CYSTINE,HEXANOIC ACID,-,0.333,0.667,-,298.15,1.1602
CHOLINE CHLORIDE,MALONIC ACID,-,0.333,0.667,-,333.15,1.1603
1-ETHYL-3-METHYLIMIDAZOLIUM CHLORIDE,1H-TETRAZOLE,-,0.5,0.5,-,313.2,1.16062
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.111,0.889,-,358.15,1.1609
CHOLINE CHLORIDE,GLUTARIC ACID,-,0.5,0.5,-,343.15,1.161
(TERT-BUTYL)(2-HYDROXYETHYL)AMMONIUM CHLORIDE,GLYCEROL,-,0.333,0.667,-,323.15,1.1612
ALLYLTRIPHENYLPHOSPHONIUM BROMIDE,TRIETHYLENE GLYCOL,-,0.2,0.8,-,333.15,1.1613
(TERT-BUTYL)(2-HYDROXYETHYL)AMMONIUM CHLORIDE,GLYCEROL,-,0.33,0.67,-,318.15,1.1613
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.222,0.778,-,343.15,1.1613
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.286,0.714,-,333.15,1.1613
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.25,0.75,-,338.15,1.1616
CHOLINE CHLORIDE,UREA,-,0.333,0.667,-,358.15,1.1618
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.4,0.6,-,318.15,1.1619
BETAINE,LEVULINIC ACID,-,0.333,0.667,-,293.15,1.1619
TETRAPROPYLAMMONIUM BROMIDE,BENZILIC ACID,-,0.5,0.5,-,323.15,1.16203
ETHYLAMMONIUM CHLORIDE,GLYCEROL,-,0.333,0.667,-,353.2,1.16215
TETRAETHYLAMMONIUM BROMIDE,LEVULINIC ACID,-,0.25,0.75,-,313.15,1.16219
(TERT-BUTYL)(2-HYDROXYETHYL)AMMONIUM CHLORIDE,GLYCEROL,-,0.25,0.75,-,368.15,1.1624
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.063,0.938,-,358.15,1.1627
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.091,0.909,-,358.15,1.1627
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.435,0.565,-,303.15,1.1631
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.333,0.667,-,323.15,1.16315
TETRABUTYLAMMONIUM BROMIDE,CHLOROACETIC ACID,-,0.333,0.667,-,298.15,1.163263
CHOLINE CHLORIDE,GLYCEROL,-,0.33,0.67,-,353.15,1.1635
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.167,0.833,-,348.15,1.1635
(TERT-BUTYL)(2-HYDROXYETHYL)AMMONIUM CHLORIDE,GLYCEROL,-,0.33,0.67,-,313.15,1.1638
CHOLINE CHLORIDE,GLUTARIC ACID,-,0.5,0.5,-,338.15,1.164
CHOLINE CHLORIDE,GLYCOLIC ACID,-,0.5,0.5,-,353.15,1.164
L-PROLINE,LEVULINIC ACID,-,0.333,0.667,-,343.15,1.164
CHOLINE CHLORIDE,MALEIC ACID,-,0.667,0.333,-,343.2,1.1641
(TERT-BUTYL)(2-HYDROXYETHYL)AMMONIUM CHLORIDE,GLYCEROL,-,0.333,0.667,-,318.15,1.1642
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,ETHANOLAMINE,-,0.167,0.833,-,338.15,1.1645
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.286,0.714,-,328.15,1.1646
THYMOL,4-CHLOROPHENOL,-,0.333,0.667,-,293.15,1.1647
L-CYSTINE,HEXANOIC ACID,-,0.333,0.667,-,293.15,1.1647
CHOLINE CHLORIDE,GLYCEROL,-,0.333,0.667,-,343.15,1.1648
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.111,0.889,-,353.15,1.1648
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.222,0.778,-,338.15,1.1648
ALLYLTRIPHENYLPHOSPHONIUM BROMIDE,TRIETHYLENE GLYCOL,-,0.2,0.8,-,328.15,1.165
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.25,0.75,-,333.15,1.165
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.4,0.6,-,313.15,1.165
CHOLINE CHLORIDE,GLYCEROL,-,0.25,0.75,-,368.15,1.1652
TETRAPROPYLAMMONIUM BROMIDE,BENZILIC ACID,-,0.5,0.5,-,318.15,1.165239
CHOLINE CHLORIDE,GLYCEROL,-,0.33,0.67,-,348.15,1.1655
CHOLINE CHLORIDE,UREA,-,0.333,0.667,-,353.15,1.1657
CHOLINE CHLORIDE,MALONIC ACID,-,0.333,0.667,-,323.15,1.166
TETRAETHYLAMMONIUM BROMIDE,LEVULINIC ACID,-,0.25,0.75,-,308.15,1.16602
(TERT-BUTYL)(2-HYDROXYETHYL)AMMONIUM CHLORIDE,GLYCEROL,-,0.25,0.75,-,363.15,1.1661
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.333,0.667,-,318.15,1.1663
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.435,0.565,-,298.15,1.1663
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.063,0.938,-,353.15,1.1667
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.091,0.909,-,353.15,1.1667
IRON(3+) TRICHLORIDE,TETRABUTYLPHOSPHONIUM BROMIDE,-,0.333,0.667,-,333.0,1.167
CHOLINE CHLORIDE,GLUTARIC ACID,-,0.5,0.5,-,333.15,1.167
CHOLINE CHLORIDE,GLYCOLIC ACID,-,0.5,0.5,-,348.15,1.167
BETAINE,L-LACTIC ACID,-,0.5,0.5,-,363.15,1.167
BETAINE,L-LACTIC ACID,-,0.5,0.5,-,358.15,1.167
TETRABUTYLAMMONIUM BROMIDE,CHLOROACETIC ACID,-,0.333,0.667,-,293.15,1.16708
(TERT-BUTYL)(2-HYDROXYETHYL)AMMONIUM CHLORIDE,GLYCEROL,-,0.33,0.67,-,308.15,1.1671
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.167,0.833,-,343.15,1.1672
(TERT-BUTYL)(2-HYDROXYETHYL)AMMONIUM CHLORIDE,GLYCEROL,-,0.333,0.667,-,313.15,1.1672
CHOLINE CHLORIDE,GLYCEROL,-,0.33,0.67,-,343.15,1.1674
ETHYLAMMONIUM CHLORIDE,GLYCEROL,-,0.333,0.667,-,343.2,1.16759
L-PROLINE,LEVULINIC ACID,-,0.333,0.667,-,338.15,1.1677
CHOLINE CHLORIDE,GLYCEROL,-,0.25,0.75,-,363.15,1.1678
ALLYLTRIPHENYLPHOSPHONIUM BROMIDE,DIETHYLENE GLYCOL,-,0.2,0.8,-,338.15,1.1679
ALLYLTRIPHENYLPHOSPHONIUM BROMIDE,DIETHYLENE GLYCOL,-,0.2,0.8,-,343.15,1.1679
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.286,0.714,-,323.15,1.1679
CHOLINE CHLORIDE,4-CHLOROPHENOL,-,0.333,0.667,-,333.15,1.16793
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.4,0.6,-,308.15,1.1682
1-ETHYL-3-METHYLIMIDAZOLIUM CHLORIDE,1.2.4-TRIAZOLE,-,0.5,0.5,-,313.2,1.16822
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.222,0.778,-,333.15,1.1683
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.25,0.75,-,328.15,1.1684
TETRAPROPYLAMMONIUM BROMIDE,BENZILIC ACID,-,0.5,0.5,-,313.15,1.168429
(TERT-BUTYL)(2-HYDROXYETHYL)AMMONIUM CHLORIDE,GLYCEROL,-,0.25,0.75,-,358.15,1.1685
ALLYLTRIPHENYLPHOSPHONIUM BROMIDE,TRIETHYLENE GLYCOL,-,0.2,0.8,-,323.15,1.1687
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,ETHYLENE GLYCOL,-,0.16,0.84,-,368.15,1.1688
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.111,0.889,-,348.15,1.1688
CHOLINE CHLORIDE,UREA,-,0.333,0.667,-,348.15,1.16945
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.333,0.667,-,313.15,1.16945
CHOLINE CHLORIDE,MALEIC ACID,-,0.667,0.333,-,333.2,1.1696
BETAINE,LACTIC ACID,-,0.167,0.833,-,343.15,1.1696
TETRAETHYLAMMONIUM BROMIDE,LEVULINIC ACID,-,0.25,0.75,-,303.15,1.16985
BETAINE,LACTIC ACID,-,0.333,0.667,-,343.15,1.1699
(TERT-BUTYL)(2-HYDROXYETHYL)AMMONIUM CHLORIDE,GLYCEROL,-,0.33,0.67,-,303.15,1.17
CHOLINE CHLORIDE,GLUTARIC ACID,-,0.5,0.5,-,328.15,1.17
CHOLINE CHLORIDE,GLYCOLIC ACID,-,0.5,0.5,-,343.15,1.17
BETAINE,BENZOIC ACID,-,0.4,0.6,-,363.15,1.17
(TERT-BUTYL)(2-HYDROXYETHYL)AMMONIUM CHLORIDE,GLYCEROL,-,0.333,0.667,-,308.15,1.1703
CHOLINE CHLORIDE,GLYCEROL,-,0.25,0.75,-,358.15,1.1706
CHOLINE CHLORIDE,GLUTARIC ACID,-,0.5,0.5,-,323.15,1.17065
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.063,0.938,-,348.15,1.1707
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.091,0.909,-,348.15,1.1707
CHOLINE CHLORIDE,GLYCEROL,-,0.33,0.67,-,338.15,1.1708
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.167,0.833,-,338.15,1.1709
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.286,0.714,-,318.15,1.1711
L-PROLINE,LEVULINIC ACID,-,0.333,0.667,-,333.15,1.1713
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.4,0.6,-,303.15,1.1714
TETRAPROPYLAMMONIUM BROMIDE,BENZILIC ACID,-,0.5,0.5,-,308.15,1.171476
CHOLINE CHLORIDE,GLYCEROL,-,0.333,0.667,-,333.15,1.1716
CHOLINE CHLORIDE,UREA,-,0.333,0.667,-,343.15,1.171666667
ALLYLTRIPHENYLPHOSPHONIUM BROMIDE,DIETHYLENE GLYCOL,-,0.2,0.8,-,333.15,1.1717
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.222,0.778,-,328.15,1.1718
CHOLINE CHLORIDE,L-LACTIC ACID,-,0.25,0.75,-,323.15,1.1718
(TERT-BUTYL)(2-HYDROXYETHYL)AMMONIUM CHLORIDE,GLYCEROL,-,0.25,0.75,-,353.15,1.1719
CHOLINE CHLORIDE,GLYCOLIC ACID,-,0.5,0.5,-,338.15,1.172
METHYLTRIPHENYLPHOSPHONIUM BROMIDE,ETHYLENE GLYCOL,-,0.16,0.84,-,363.15,1.1723
CHOLINE CHLORIDE,MALONIC ACID,-,0.333,0.667,-,313.15,1.1723
